05:21:40: ( 4 , T=P#R=O#211669182540508464 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Zach , Boss Practice Dummy , 35 , 1269233496 , Puncture ) Boss Practice Dummy suffers 35 Physical damage from Zach's Puncture. 
05:28:15: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 1227 , 1712615846 , Healing Breath ) Beawr's Healing Breath heals Beawr for 1227. 
05:28:15: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:15: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:28:15: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:28:16: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
05:28:16: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 87 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 87. 
05:28:16: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 225 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Beawr for 225 Death damage. 
05:28:16: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 167 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Beawr for 167 Death damage. 
05:28:16: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:28:16: ( 3 , T=N#R=O#9223372042227777573 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 17 , 795641470 , Crushing Blow ) Abyssal Infiltrator's Crushing Blow hits Daedaluss for 17 Physical damage. 
05:28:16: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 554 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Beawr for 554 Death damage. 
05:28:17: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 60 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 60. 
05:28:17: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:28:17: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:17: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 156 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 156 Death damage. 
05:28:17: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 38 , 126733974 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 38 Physical damage. 
05:28:17: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
05:28:18: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
05:28:18: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 167 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Beawr for 167 Death damage. 
05:28:18: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:18: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:28:18: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 578 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Beawr for 578 Death damage. 
05:28:18: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:28:18: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:28:18: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 97 , 2083283005 , Malicious Strike ) Daedaluss's Malicious Strike hits Abyssal Infiltrator for 97 Water damage. 
05:28:18: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:28:18: ( 8 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 2083283005 , Malicious Strike ) Abyssal Infiltrator is afflicted by Daedaluss's Malicious Strike.
05:28:18: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 29 , 825130864 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 29 Physical damage. 
05:28:18: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 48 , 1143674616 , Lethal Poison ) Daedaluss's Lethal Poison hits Abyssal Infiltrator for 48 Water damage. 
05:28:18: ( 15 , T=N#R=O#9223372042227777573 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 0 , 32 , attack ) Daedaluss dodges Abyssal Infiltrator's attack.
05:28:18: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 60 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 60. 
05:28:18: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:28:18: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:18: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 156 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 156 Death damage. 
05:28:19: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
05:28:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:19: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 132 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 132. 
05:28:19: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr gains Beawr's Conviction.
05:28:19: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:28:19: ( 8 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 1441118300 , Sanction ) Aoife is afflicted by Beawr's Sanction.
05:28:19: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 809 , 449813826 , Sanction Heretic ) Beawr's Sanction Heretic hits Aoife for 809 Life damage. 
05:28:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
05:28:19: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:28:19: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 826 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Beawr for 826 Death damage. 
05:28:20: ( 23 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 242 , 528146724 , Planar Strike ) Daedaluss's Planar Strike critically hits Abyssal Infiltrator for 242 Physical damage. 
05:28:20: ( 11 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 0 ,  ) Daedaluss has slain Abyssal Infiltrator!
05:28:20: ( 9 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 2083283005 , Malicious Strike ) Daedaluss's Malicious Strike dissipates from Abyssal Infiltrator.
05:28:20: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227777573 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 8 , 1508652891 , Serrated Blades ) Daedaluss's Serrated Blades hits Abyssal Infiltrator for 8 Physical damage. (1 overkill)
05:28:20: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 167 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Beawr for 167 Death damage. 
05:28:20: ( 7 , T=P#R=O#211669182603844833 , T=P#R=O#211669182603844833 , T=X#R=X#0 , T=X#R=X#0 , Helion , Helion , 0 , 1531639906 , Heroic Blessing ) Helion's Heroic Blessing fades from Helion.
05:28:20: ( 6 , T=P#R=O#211669182603844833 , T=P#R=O#211669182603844833 , T=X#R=X#0 , T=X#R=X#0 , Helion , Helion , 0 , 1092610256 , Temporary Rune Buff ) Helion gains Helion's Temporary Rune Buff.
05:28:20: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 58 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 58. 
05:28:20: ( 7 , T=P#R=O#211669182698776757 , T=P#R=O#211669182698776757 , T=X#R=X#0 , T=X#R=X#0 , Svena , Svena , 0 , 1293917116 , Stone Armor ) Svena's Stone Armor fades from Svena.
05:28:20: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:28:20: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:20: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 150 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 150 Death damage. 
05:28:20: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 182 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Beawr for 182 Death damage. 
05:28:21: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
05:28:21: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:21: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:28:21: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
05:28:21: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:28:21: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 823 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Beawr for 823. 
05:28:21: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr's Conviction fades from Beawr.
05:28:21: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 552 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Beawr for 552 Death damage. 
05:28:22: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 111 , 993221111 , Necrosis ) Beawr suffers 111 Death damage from Aoife's Necrosis. 
05:28:22: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 58 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 58. 
05:28:22: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 60 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 60. 
05:28:22: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:28:22: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:28:22: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:22: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:28:22: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 150 , 1969688444 , Life Leech ) Beawr suffers 150 Death damage from Aoife's Life Leech. 
05:28:22: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 156 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 156 Death damage. 
05:28:22: ( 12 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 0 ,  ) Beawr has died.
05:28:22: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 182 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Beawr for 182 Death damage. (125 overkill)
05:28:22: ( 2 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife's Void Bolt has been interrupted.
05:28:22: ( 9 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 167933921 , Vex ) Beawr's Vex dissipates from Aoife.
05:28:22: ( 9 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 1441118300 , Sanction ) Beawr's Sanction dissipates from Aoife.
05:28:22 Combat End
05:28:28: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:28:32: ( 3 , T=N#R=O#9223372042227778092 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 8 , 32 , attack ) Abyssal Infiltrator's attack hits Daedaluss for 8 Physical damage. 
05:28:32: ( 11 , T=N#R=O#9223372041367851308 , T=N#R=O#9223372042227778092 , T=X#R=X#0 , T=X#R=X#0 , Sanctum Guard , Abyssal Infiltrator , 0 , 0 ,  ) Sanctum Guard has slain Abyssal Infiltrator!
05:28:32: ( 6 , T=N#R=O#9223372041367851315 , T=N#R=O#9223372041367851315 , T=X#R=X#0 , T=X#R=X#0 , Lila Medows , Lila Medows , 0 , 424994565 , Glassy Reflection ) Lila Medows gains Lila Medows's Glassy Reflection.
05:28:32: ( 3 , T=N#R=O#9223372041367851308 , T=N#R=O#9223372042227778092 , T=X#R=X#0 , T=X#R=X#0 , Sanctum Guard , Abyssal Infiltrator , 1627 , 1843227230 , Life's Vengeance ) Sanctum Guard's Life's Vengeance hits Abyssal Infiltrator for 1627 Life damage. (1166 overkill)
05:28:37: ( 7 , T=N#R=O#9223372041367851315 , T=N#R=O#9223372041367851315 , T=X#R=X#0 , T=X#R=X#0 , Lila Medows , Lila Medows , 0 , 424994565 , Glassy Reflection ) Lila Medows's Glassy Reflection fades from Lila Medows.
05:28:48: ( 3 , T=N#R=O#9223372042227778684 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 16 , 795641470 , Crushing Blow ) Abyssal Infiltrator's Crushing Blow hits Daedaluss for 16 Physical damage. 
05:28:48: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227778684 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 40 , 126733974 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 40 Physical damage. 
05:28:50: ( 15 , T=N#R=O#9223372041367851312 , T=N#R=O#9223372041367851312 , T=X#R=X#0 , T=X#R=X#0 , Marndre , Marndre , 0 , 2068625741 ,  ) Marndre dodges Marndre's .
05:28:50: ( 12 , T=N#R=O#9223372042227778684 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Unknown , 0 , 0 ,  ) Abyssal Infiltrator has died.
05:28:57: ( 6 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 1092610256 , Temporary Rune Buff ) Draklinthor gains Draklinthor's Temporary Rune Buff.
05:28:59: ( 7 , T=P#R=O#211669182603844833 , T=P#R=O#211669182603844833 , T=X#R=X#0 , T=X#R=X#0 , Helion , Helion , 0 , 1092610256 , Temporary Rune Buff ) Helion's Temporary Rune Buff fades from Helion.
05:29:04: ( 3 , T=N#R=O#9223372042227779134 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 8 , 32 , attack ) Abyssal Infiltrator's attack hits Daedaluss for 8 Physical damage. 
05:29:04: ( 5 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 8 , 552196597 , Ominous Shadesource ) Daedaluss's Ominous Shadesource heals Daedaluss for 8. (81 overheal)
05:29:04: ( 15 , T=N#R=O#9223372041367859414 , T=N#R=O#9223372041367859414 , T=X#R=X#0 , T=X#R=X#0 , Pilgrim , Pilgrim , 0 , 2068625741 ,  ) Pilgrim dodges Pilgrim's .
05:29:04: ( 23 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227779134 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 75 , 126733974 , Auto Attack ) Daedaluss's Auto Attack critically hits Abyssal Infiltrator for 75 Physical damage. 
05:29:04: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227779134 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 9 , 1508652891 , Serrated Blades ) Daedaluss's Serrated Blades hits Abyssal Infiltrator for 9 Physical damage. 
05:29:04: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227779134 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 55 , 552196597 , Ominous Shadesource ) Daedaluss's Ominous Shadesource hits Abyssal Infiltrator for 55 Death damage. 
05:29:04: ( 12 , T=N#R=O#9223372042227779134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Unknown , 0 , 0 ,  ) Abyssal Infiltrator has died.
05:29:08: ( 1 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1998712331 , Ironpine Melange ) Beawr begins casting Ironpine Melange.
05:29:08: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:08: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:08: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1998712331 , Ironpine Melange ) Beawr gains Beawr's Ironpine Melange.
05:29:09: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:09: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:10: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:10: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:11: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:11: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:12: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:12: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:13: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:13: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:14: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
