19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
04:44:12: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1019 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1019 Death damage. 
04:44:12: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:12: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:12: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:12: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:12: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 272 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 272 Death damage. 
04:44:12: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:12: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
04:44:12: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
04:44:12: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Aoife's Dark Touch hits Boss Practice Dummy for 153 Death damage. 
04:44:13: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 679 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 679 Death damage. 
04:44:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:14: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:14: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:14: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:14: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:14: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:14: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 272 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 272 Death damage. 
04:44:15: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:15: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:16: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:16: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:16: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
04:44:16: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:16: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
04:44:16: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 182 , 993221111 , Necrosis ) Boss Practice Dummy suffers 182 Death damage from Aoife's Necrosis. 
04:44:16: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 643 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 643 Death damage. 
04:44:16: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:17: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
04:44:17: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:17: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:17: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 176 Death damage. 
04:44:18: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
04:44:18: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Aoife's Necrosis hits Boss Practice Dummy for 130 Death damage. 
04:44:18: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
04:44:18: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 970 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 970 Death damage. 
04:44:18: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:19: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:19: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:19: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:19: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:20: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:20: ( 7 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 787798814 , Blood Thirsty ) Bunniella's Blood Thirsty fades from Bunniella.
04:44:20: ( 7 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 111642718 , Lethal Poison ) Bunniella's Lethal Poison fades from Bunniella.
04:44:20: ( 7 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 1430163885 , Leeching Poison ) Bunniella's Leeching Poison fades from Bunniella.
04:44:20: ( 6 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 1092610256 , Temporary Rune Buff ) Bunniella gains Bunniella's Temporary Rune Buff.
04:44:20: ( 6 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 1092610256 , Temporary Rune Buff ) Bunniella gains Bunniella's Temporary Rune Buff.
04:44:20: ( 6 , T=P#R=O#211669182718220397 , T=P#R=O#211669182718220397 , T=X#R=X#0 , T=X#R=X#0 , Bunniella , Bunniella , 0 , 1092610256 , Temporary Rune Buff ) Bunniella gains Bunniella's Temporary Rune Buff.
04:44:20: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Aoife's Defile dissipates from Boss Practice Dummy.
04:44:20: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:20: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:21: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:21: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:21: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
04:44:22: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 675 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 675 Death damage. 
04:44:22: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:22: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:22: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:22: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:22: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:22: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:22: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
04:44:23: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1019 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1019 Death damage. 
04:44:24: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:24: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:24: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
04:44:24: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:24: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:24: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 183 Death damage. 
04:44:25: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:25: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
04:44:25: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 677 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 677 Death damage. 
04:44:25: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:26: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
04:44:26: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:26: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:26: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 195 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 195 Death damage. 
04:44:26: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 247 Death damage. 
04:44:26: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:27: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
04:44:27: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:28: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
04:44:28: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 247 Death damage from Aoife's Life Leech. 
04:44:28: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
04:44:28: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
04:44:28: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
04:44:28: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 311 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 311 Death damage. 
04:44:28: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1085 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1085 Death damage. 
04:44:28: ( 1 , T=P#R=O#211669182725324508 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Spiffi , Unknown , 0 , 10 , Runebreak ) Spiffi begins casting Runebreak.
04:44:29: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture dissipates from Boss Practice Dummy.
04:44:29: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 557 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture hits Boss Practice Dummy for 557 Death damage. 
04:44:29: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
04:44:30: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
04:44:30: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 240 Death damage from Aoife's Life Leech. 
04:44:30: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
04:44:30: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (90 overheal)
04:44:30: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
04:44:30: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
04:44:30: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 231 Death damage. 
04:44:30: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 201 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 201 Death damage from Aoife's Dark Touch. 
04:44:31: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 528423916 , Neddra's Torture ) Aoife begins casting Neddra's Torture.
04:44:31: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
04:44:32: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
04:44:32: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 231 Death damage from Aoife's Life Leech. 
04:44:32: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1513 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1513 Death damage. 
