06:48:10: ( 7 , T=P#R=O#211669182502159132 , T=P#R=O#211669182502159132 , T=X#R=X#0 , T=X#R=X#0 , Erhellen , Erhellen , 0 , 1092610256 , Temporary Rune Buff ) Erhellen's Temporary Rune Buff fades from Erhellen.
07:03:23: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 164 , 1282494848 , Shield Throw ) Sxyarmageddon's Shield Throw hits Itrboost for 164 Physical damage. 
07:03:23: ( 1 , T=P#R=O#211669182688185717 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Sung , Unknown , 0 , 947831449 , Changing Role ) Sung begins casting Changing Role.
07:03:24: ( 4 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 88 , 1630486843 , Lightning ) Sxyarmageddon suffers 88 Air damage from Itrboost's Lightning. 
07:03:24: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1330759450 , Stonespear ) Sxyarmageddon's Stonespear dissipates from Itrboost.
07:03:24: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:24: ( 4 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 67 , 167933921 , Vex ) Sxyarmageddon suffers 67 Death damage from Itrboost's Vex. 
07:03:24: ( 3 , T=N#R=O#9223372038471215590 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , Cowbell , Sxyarmageddon , 43 , 412361496 , Auto Attack ) Cowbell's Auto Attack hits Sxyarmageddon for 43 Physical damage. 
07:03:25: ( 27 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 10 , 148138694 , Planar Blade ) Sxyarmageddon's Planar Blade gives Sxyarmageddon 10 Power.
07:03:25: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 357 , 652532638 , Flamespear ) Sxyarmageddon's Flamespear hits Itrboost for 357 Fire damage. 
07:03:25: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 45 , 673870226 , Elemental Touch ) Sxyarmageddon's Elemental Touch hits Itrboost for 45 Air damage. 
07:03:25: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 130745899 , Fiery Burst ) Sxyarmageddon gains Sxyarmageddon's Fiery Burst.
07:03:25: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:25: ( 23 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 707 , 1918477361 , Bombard ) Itrboost's Bombard critically hits Sxyarmageddon for 707 Earth damage. 
07:03:25: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 202 , 617232469 , Burning Blood ) Sxyarmageddon's Burning Blood hits Itrboost for 202 Fire damage. 
07:03:25: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 30 , 126733974 , Auto Attack ) Sxyarmageddon's Auto Attack hits Itrboost for 30 Physical damage. 
07:03:25: ( 7 , T=P#R=O#211669182688185717 , T=P#R=O#211669182688185717 , T=X#R=X#0 , T=X#R=X#0 , Sung , Sung , 0 , 598632415 , Lifegiving Veil ) Sung's Lifegiving Veil fades from Sung.
07:03:25: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:25: ( 3 , T=N#R=O#9223372038471215590 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , Cowbell , Sxyarmageddon , 94 , 1595540326 , Satyr Sweep ) Cowbell's Satyr Sweep hits Sxyarmageddon for 94 Physical damage. 
07:03:26: ( 7 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 130745899 , Fiery Burst ) Sxyarmageddon's Fiery Burst fades from Sxyarmageddon.
07:03:26: ( 8 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1509965523 , Fiery Burst ) Itrboost is afflicted by Sxyarmageddon's Fiery Burst.
07:03:26: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:26: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:26: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 65 , 1441118300 , Sanction ) Itrboost's Sanction hits Sxyarmageddon for 65 Life damage. 
07:03:26: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 28 , 1031140265 , Crag Hammer ) Itrboost's Crag Hammer hits Sxyarmageddon for 28 Earth damage. 
07:03:26: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 28 , 1133281592 , Vengeance of the Winter Storm ) Itrboost's Vengeance of the Winter Storm hits Sxyarmageddon for 28 Water damage. 
07:03:26: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 1630486843 , Lightning ) Itrboost's Lightning dissipates from Sxyarmageddon.
07:03:26: ( 4 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 88 , 1630486843 , Lightning ) Sxyarmageddon suffers 88 Air damage from Itrboost's Lightning. 
07:03:26: ( 5 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness heals Sxyarmageddon for 0. 
07:03:26: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 790486949 , Enhanced Storm Burst ) Sxyarmageddon's Enhanced Storm Burst dissipates from Itrboost.
07:03:26: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1049347412 , Shield Throw ) Sxyarmageddon's Shield Throw dissipates from Itrboost.
07:03:26: ( 8 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 748009254 , Soul Sickness ) Itrboost is afflicted by Sxyarmageddon's Soul Sickness.
07:03:26: ( 8 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1580629321 , Enhanced Fiery Burst ) Itrboost is afflicted by Sxyarmageddon's Enhanced Fiery Burst.
07:03:26: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 100 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness hits Itrboost for 100 Death damage. 
07:03:26: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 45 , 673870226 , Elemental Touch ) Sxyarmageddon's Elemental Touch hits Itrboost for 45 Air damage. 
07:03:26: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Itrboost's Vex dissipates from Sxyarmageddon.
07:03:26: ( 8 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Sxyarmageddon is afflicted by Itrboost's Vex.
07:03:26: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:26: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 68 , 167933921 , Vex ) Itrboost's Vex hits Sxyarmageddon for 68 Death damage. 
07:03:27: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 179 , 1509965523 , Fiery Burst ) Sxyarmageddon's Fiery Burst hits Itrboost for 179 Fire damage. 
07:03:27: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 877833576 , Aggressive Block ) Sxyarmageddon gains Sxyarmageddon's Aggressive Block.
07:03:27: ( 6 , T=P#R=O#211669182724677965 , T=P#R=O#211669182724677965 , T=X#R=X#0 , T=X#R=X#0 , Wickid , Wickid , 0 , 1092610256 , Temporary Rune Buff ) Wickid gains Wickid's Temporary Rune Buff.
07:03:27: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:27: ( 3 , T=N#R=O#9223372038471215590 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , Cowbell , Sxyarmageddon , 100 , 1969065958 , Enraged Assault ) Cowbell's Enraged Assault hits Sxyarmageddon for 100 Physical damage. 
07:03:27: ( 27 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 10 , 148138694 , Planar Blade ) Sxyarmageddon's Planar Blade gives Sxyarmageddon 10 Power.
07:03:27: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 160 , 877833576 , Aggressive Block ) Sxyarmageddon's Aggressive Block hits Itrboost for 160 Physical damage. 
07:03:27: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 45 , 673870226 , Elemental Touch ) Sxyarmageddon's Elemental Touch hits Itrboost for 45 Air damage. 
07:03:27: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1534297867 , Disarming Counterblow ) Sxyarmageddon's Disarming Counterblow dissipates from Itrboost.
07:03:27: ( 9 , T=P#R=O#211669182636733647 , T=N#R=O#9223372038471215590 , T=X#R=X#0 , T=P#R=O#211669182535650695 , Sxyarmageddon , Cowbell , 0 , 790486949 , Enhanced Storm Burst ) Sxyarmageddon's Enhanced Storm Burst dissipates from Cowbell.
07:03:28: ( 4 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 179 , 1509965523 , Fiery Burst ) Itrboost suffers 179 Fire damage from Sxyarmageddon's Fiery Burst. 
07:03:28: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Itrboost's Vex dissipates from Sxyarmageddon.
07:03:28: ( 8 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Sxyarmageddon is afflicted by Itrboost's Vex.
07:03:28: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:28: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 68 , 167933921 , Vex ) Itrboost's Vex hits Sxyarmageddon for 68 Death damage. 
07:03:29: ( 23 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 269 , 1509965523 , Fiery Burst ) Sxyarmageddon's Fiery Burst critically hits Itrboost for 269 Fire damage. 
07:03:29: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:29: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:29: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 429 , 428414027 , Jolt ) Itrboost's Jolt hits Sxyarmageddon for 429 Air damage. 
07:03:29: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 28 , 1031140265 , Crag Hammer ) Itrboost's Crag Hammer hits Sxyarmageddon for 28 Earth damage. 
07:03:29: ( 3 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 28 , 1133281592 , Vengeance of the Winter Storm ) Itrboost's Vengeance of the Winter Storm hits Sxyarmageddon for 28 Water damage. 
07:03:29: ( 26 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1885984242 , Riftwalk ) Itrboost is immune to Sxyarmageddon's Riftwalk.
07:03:29: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 149 , 817085614 , Riftwalk ) Sxyarmageddon's Riftwalk hits Itrboost for 149 Air damage. 
07:03:29: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 45 , 673870226 , Elemental Touch ) Sxyarmageddon's Elemental Touch hits Itrboost for 45 Air damage. 
07:03:29: ( 4 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 65 , 1441118300 , Sanction ) Sxyarmageddon suffers 65 Life damage from Itrboost's Sanction. 
07:03:29: ( 5 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness heals Sxyarmageddon for 0. 
07:03:29: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 100 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness hits Itrboost for 100 Death damage. 
07:03:30: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Itrboost's Vex dissipates from Sxyarmageddon.
07:03:30: ( 8 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Sxyarmageddon is afflicted by Itrboost's Vex.
07:03:30: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:30: ( 23 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 136 , 167933921 , Vex ) Itrboost's Vex critically hits Sxyarmageddon for 136 Death damage. 
07:03:30: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1509965523 , Fiery Burst ) Sxyarmageddon's Fiery Burst dissipates from Itrboost.
07:03:30: ( 4 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 179 , 1509965523 , Fiery Burst ) Itrboost suffers 179 Fire damage from Sxyarmageddon's Fiery Burst. 
07:03:30: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:30: ( 3 , T=N#R=O#9223372038471215590 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , Cowbell , Sxyarmageddon , 99 , 1969065958 , Enraged Assault ) Cowbell's Enraged Assault hits Sxyarmageddon for 99 Physical damage. 
07:03:31: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 450193796 , Storm Burst ) Sxyarmageddon gains Sxyarmageddon's Storm Burst.
07:03:31: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 356 , 652532638 , Flamespear ) Sxyarmageddon's Flamespear hits Itrboost for 356 Fire damage. 
07:03:31: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 45 , 673870226 , Elemental Touch ) Sxyarmageddon's Elemental Touch hits Itrboost for 45 Air damage. 
07:03:31: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Itrboost's Vex dissipates from Sxyarmageddon.
07:03:31: ( 8 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Sxyarmageddon is afflicted by Itrboost's Vex.
07:03:31: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:31: ( 23 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 136 , 167933921 , Vex ) Itrboost's Vex critically hits Sxyarmageddon for 136 Death damage. 
07:03:32: ( 7 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 450193796 , Storm Burst ) Sxyarmageddon's Storm Burst fades from Sxyarmageddon.
07:03:32: ( 6 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 2002272264 , Abyssal Shield ) Sxyarmageddon gains Sxyarmageddon's Abyssal Shield.
07:03:32: ( 3 , T=N#R=O#9223372038471215590 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , Cowbell , Sxyarmageddon , 43 , 412361496 , Auto Attack ) Cowbell's Auto Attack hits Sxyarmageddon for 43 Physical damage. 
07:03:32: ( 4 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 65 , 1441118300 , Sanction ) Sxyarmageddon suffers 65 Life damage from Itrboost's Sanction. 
07:03:32: ( 5 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 0 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness heals Sxyarmageddon for 0. 
07:03:32: ( 27 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 1 , 740830348 , Weapon Master ) Khail's Weapon Master gives Khail 1 .
07:03:32: ( 27 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 10 , 148138694 , Planar Blade ) Khail's Planar Blade gives Khail 10 Power.
07:03:32: ( 27 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 10 , 148138694 , Planar Blade ) Khail's Planar Blade gives Khail 10 Power.
07:03:32: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 1580629321 , Enhanced Fiery Burst ) Sxyarmageddon's Enhanced Fiery Burst dissipates from Itrboost.
07:03:32: ( 4 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 100 , 748009254 , Soul Sickness ) Itrboost suffers 100 Death damage from Sxyarmageddon's Soul Sickness. 
07:03:32: ( 6 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 0 , 1281552105 , Invigorating Runeshard ) Khail gains Khail's Invigorating Runeshard.
07:03:32: ( 12 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Unknown , 0 , 0 ,  ) Itrboost has died.
07:03:32: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 1441118300 , Sanction ) Itrboost's Sanction dissipates from Sxyarmageddon.
07:03:32: ( 9 , T=P#R=O#211669182535650695 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Sxyarmageddon , 0 , 167933921 , Vex ) Itrboost's Vex dissipates from Sxyarmageddon.
07:03:32: ( 6 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 0 , 1579969472 , Pact ) Khail gains Khail's Pact.
07:03:32: ( 6 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 0 , 1579969472 , Pact ) Khail gains Khail's Pact.
07:03:32: ( 27 , T=P#R=O#211669182636733647 , T=P#R=O#211669182636733647 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Sxyarmageddon , 10 , 148138694 , Planar Blade ) Sxyarmageddon's Planar Blade gives Sxyarmageddon 10 Power.
07:03:32: ( 7 , T=P#R=O#211669182535650695 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Itrboost , Itrboost , 0 , 1203007891 , Heart of the Frozen Sea ) Itrboost's Heart of the Frozen Sea fades from Itrboost.
07:03:32: ( 9 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 0 , 748009254 , Soul Sickness ) Sxyarmageddon's Soul Sickness dissipates from Itrboost.
07:03:32: ( 3 , T=P#R=O#211669182636733647 , T=P#R=O#211669182535650695 , T=X#R=X#0 , T=X#R=X#0 , Sxyarmageddon , Itrboost , 489 , 450193796 , Storm Burst ) Sxyarmageddon's Storm Burst hits Itrboost for 489 Air damage. (289 overkill)
07:03:32: ( 7 , T=P#R=O#211669182535650695 , T=N#R=O#9223372038471215590 , T=X#R=X#0 , T=P#R=O#211669182535650695 , Itrboost , Cowbell , 0 , 1203007891 , Heart of the Frozen Sea ) Itrboost's Heart of the Frozen Sea fades from Cowbell.
07:03:32: ( 7 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 0 , 130745899 , Fiery Burst ) Khail's Fiery Burst fades from Khail.
07:03:33: ( 27 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 10 , 148138694 , Planar Blade ) Khail's Planar Blade gives Khail 10 Power.
07:03:33: ( 27 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 9 , 148138694 , Planar Blade ) Khail's Planar Blade gives Khail 9 Power.
07:03:33: ( 6 , T=P#R=O#211669182592419655 , T=P#R=O#211669182592419655 , T=X#R=X#0 , T=X#R=X#0 , Khail , Khail , 0 , 1579969472 , Pact ) Khail gains Khail's Pact.
